transaction_id,customer_id,merchant_id,merchant_category,payment_method,location_type,hour,day_of_week,amount,failed_attempts_24h,txn_count_1h,txn_count_24h,account_age_days,previous_chargebacks,device_changed,ip_location_mismatch,is_fraud
TXN0001793,10519,645,travel,credit_card,different_state,21,6,788.93,0,3,7,867,0,0,0,0
TXN0001794,10590,678,fuel,debit_card,same_city,10,0,68.44,1,0,0,67,0,0,0,0
TXN0001795,11050,763,fuel,upi,same_state,0,3,50.0,0,1,8,33,0,0,0,0
TXN0001796,11709,810,jewelry,credit_card,same_city,21,3,375.1,1,2,9,1419,0,0,0,0
TXN0001797,12035,703,fashion,upi,different_state,15,1,93.02,0,1,7,124,0,0,0,0
TXN0001798,12246,798,grocery,upi,same_city,7,0,50.0,0,0,6,534,0,0,0,0
TXN0001799,12434,686,fuel,net_banking,same_city,15,0,574.6,0,1,3,2336,0,1,0,0
TXN0001800,10348,529,fuel,debit_card,same_city,13,6,97.36,1,0,4,1704,0,0,0,0
TXN0001801,10959,558,fashion,credit_card,same_city,3,1,102.69,0,1,6,1101,0,0,0,0
TXN0001802,11963,508,fashion,debit_card,same_state,23,4,215.25,0,2,5,2478,0,0,0,0
TXN0001803,10692,823,electronics,net_banking,same_city,18,6,451.75,2,0,2,244,0,0,0,0
TXN0001804,11559,666,restaurant,upi,same_state,21,4,288.93,0,1,5,1219,0,0,0,0
TXN0001805,10377,836,jewelry,credit_card,same_state,14,5,156.82,0,0,0,1016,0,0,0,0
TXN0001806,12946,894,jewelry,credit_card,same_city,15,2,306.84,0,1,3,2005,1,0,0,0
TXN0001807,12963,878,fuel,debit_card,same_state,16,6,50.0,1,3,5,1122,0,0,0,0
TXN0001808,10526,885,electronics,credit_card,different_state,3,0,464.38,0,2,6,1903,0,0,1,0
TXN0001809,12781,778,electronics,upi,same_city,1,3,50.0,0,2,3,1898,0,0,0,0
TXN0001810,12253,690,electronics,credit_card,same_city,12,5,184.38,0,0,4,1307,0,0,0,0
TXN0001811,12502,741,restaurant,credit_card,same_city,9,0,190.18,0,1,4,1051,0,0,0,0
TXN0001812,11259,777,fuel,credit_card,same_city,7,3,360.58,0,1,4,1598,0,0,0,0
TXN0001813,11875,653,crypto,credit_card,same_state,4,0,741.22,0,1,7,2114,0,0,0,0
TXN0001814,11763,895,travel,credit_card,same_city,4,5,145.41,0,5,11,1423,0,0,0,0
TXN0001815,10520,659,fuel,wallet,same_city,13,4,195.81,1,1,6,823,0,0,1,0
TXN0001816,11701,764,travel,debit_card,same_city,3,2,1357.71,0,0,3,103,0,1,0,0
TXN0001817,11016,734,grocery,credit_card,same_state,5,4,101.97,0,0,2,1212,0,0,0,0
TXN0001818,12773,845,grocery,credit_card,same_state,7,5,118.79,0,3,9,1820,0,0,1,0
TXN0001819,11013,698,crypto,credit_card,same_city,15,3,786.81,0,1,5,1155,0,0,0,0
TXN0001820,12548,532,fashion,upi,same_city,9,5,142.01,0,1,7,1899,1,0,0,0
TXN0001821,10116,588,grocery,credit_card,same_state,2,2,50.0,0,1,4,1485,0,0,0,0
TXN0001822,12433,594,restaurant,credit_card,same_city,20,6,155.97,1,0,0,2387,0,0,0,0
TXN0001823,11367,720,grocery,debit_card,same_state,9,0,50.0,0,1,4,961,0,0,0,0
TXN0001824,10583,568,fuel,upi,different_state,13,4,114.76,1,1,11,420,0,0,0,1
TXN0001825,10394,793,grocery,credit_card,same_city,15,6,50.0,0,0,4,1556,0,1,0,0
TXN0001826,11087,736,grocery,credit_card,same_city,11,3,50.0,1,1,3,248,0,0,0,0
TXN0001827,12768,894,grocery,debit_card,same_city,14,6,50.0,0,1,3,975,1,0,0,0
TXN0001828,10071,659,crypto,upi,different_state,13,3,397.19,0,0,2,1683,0,0,0,0
TXN0001829,10273,819,restaurant,wallet,different_state,5,4,92.8,0,1,8,2430,0,0,0,0
TXN0001830,12013,827,jewelry,debit_card,same_city,3,4,1189.36,0,0,3,2105,0,0,0,0
TXN0001831,11343,775,fashion,credit_card,same_city,2,3,71.54,0,0,3,1186,0,0,0,0
TXN0001832,10337,789,gaming,credit_card,same_state,12,0,347.38,0,3,9,1545,0,0,0,0
TXN0001833,11389,866,travel,upi,different_state,16,6,447.47,0,1,6,1423,0,0,0,0
TXN0001834,10606,541,electronics,credit_card,same_city,19,6,825.01,1,1,5,1406,0,0,0,0
TXN0001835,10165,891,fashion,wallet,same_city,15,4,164.71,1,2,9,130,0,0,0,0
TXN0001836,11567,565,restaurant,upi,same_city,2,3,50.0,0,1,6,182,0,0,0,0
TXN0001837,12058,520,grocery,debit_card,same_city,4,4,50.0,0,0,2,1728,0,0,0,0
TXN0001838,11324,834,fuel,debit_card,different_state,17,5,50.0,2,2,8,474,0,1,0,0
TXN0001839,10728,569,fuel,credit_card,same_city,19,0,50.0,0,1,6,1342,0,0,0,0
TXN0001840,12848,760,electronics,net_banking,different_state,11,2,443.91,0,0,5,247,0,0,0,0
TXN0001841,12043,745,fashion,credit_card,same_city,16,2,318.94,0,0,3,1571,0,0,1,0
TXN0001842,10101,822,travel,debit_card,international,1,1,430.39,0,4,7,1768,0,0,0,0
TXN0001843,11415,734,grocery,credit_card,same_city,23,4,91.88,0,0,5,2052,0,1,0,0
TXN0001844,10778,771,electronics,debit_card,same_city,7,6,757.56,0,3,5,1180,0,0,0,0
TXN0001845,10213,598,fashion,upi,same_state,11,0,67.56,0,1,6,1989,0,0,0,0
TXN0001846,11111,828,travel,wallet,same_city,2,1,425.61,0,0,8,120,0,0,0,0
TXN0001847,11576,534,jewelry,credit_card,same_city,2,4,202.8,2,1,3,1612,0,0,1,0
TXN0001848,12448,838,electronics,net_banking,same_city,14,6,174.19,0,0,9,1756,0,0,0,0
TXN0001849,12635,670,grocery,upi,different_state,13,3,132.76,0,0,2,975,0,0,0,0
TXN0001850,12936,609,fuel,net_banking,same_city,12,3,198.27,0,0,3,2330,0,0,0,0
TXN0001851,11695,794,grocery,upi,same_city,14,2,177.21,0,1,7,1946,0,0,0,0
TXN0001852,10591,509,fuel,upi,same_city,6,4,56.01,1,1,3,1816,1,0,0,0
TXN0001853,11333,701,electronics,wallet,different_state,2,4,126.94,0,1,6,1136,0,0,1,0
TXN0001854,11109,756,fashion,debit_card,same_city,23,0,709.72,0,1,4,950,0,0,0,0
TXN0001855,12139,761,fuel,credit_card,different_state,1,1,289.09,0,1,4,131,0,0,1,0
TXN0001856,12720,680,restaurant,debit_card,same_state,4,1,303.79,1,0,3,863,0,1,0,0
TXN0001857,10713,565,fuel,credit_card,same_city,3,1,50.0,1,0,4,607,0,0,1,0
TXN0001858,10935,793,grocery,wallet,international,3,2,113.41,1,0,4,1309,0,0,0,0
TXN0001859,11951,660,grocery,net_banking,same_city,1,4,107.04,1,0,1,2300,0,0,0,0
TXN0001860,10241,566,restaurant,wallet,same_state,10,5,119.52,0,0,4,914,0,0,0,0
TXN0001861,12043,599,electronics,upi,same_state,16,0,342.65,1,0,5,245,1,1,0,0
TXN0001862,10001,576,electronics,credit_card,different_state,11,3,266.99,0,1,4,1718,0,0,0,0
TXN0001863,12272,534,grocery,upi,different_state,20,1,200.59,0,1,4,911,0,0,1,0
TXN0001864,12848,544,gaming,upi,same_city,18,3,50.0,1,0,4,2088,0,0,0,0
TXN0001865,11768,649,fashion,upi,same_city,12,1,107.47,0,2,5,1047,0,0,0,0
TXN0001866,11949,567,electronics,wallet,same_city,18,6,553.63,0,1,5,67,1,1,0,0
TXN0001867,12636,753,fashion,upi,same_city,19,5,359.46,0,1,7,501,0,0,0,0
TXN0001868,12163,516,electronics,net_banking,same_city,20,1,805.57,0,0,6,1545,0,0,1,0
TXN0001869,10917,760,grocery,upi,same_city,23,2,150.92,0,0,2,2187,0,0,0,0
TXN0001870,12241,712,gaming,debit_card,different_state,4,2,231.9,0,0,7,64,0,0,0,0
TXN0001871,12918,812,restaurant,upi,same_city,7,0,155.13,0,3,7,1706,0,0,1,1
TXN0001872,10089,755,fashion,debit_card,same_city,1,3,154.56,1,0,7,186,0,0,0,0
TXN0001873,11709,715,fuel,debit_card,same_city,10,6,299.31,1,3,8,972,0,0,0,0
TXN0001874,12169,850,fuel,debit_card,same_city,19,0,93.24,0,1,6,859,0,0,1,0
TXN0001875,10142,785,restaurant,credit_card,same_city,23,6,68.92,0,0,4,1408,0,0,0,1
TXN0001876,10105,506,fuel,wallet,same_city,15,3,50.0,0,1,5,938,0,0,1,0
TXN0001877,10886,879,gaming,wallet,same_city,1,6,50.0,1,3,4,336,0,0,1,0
TXN0001878,10427,698,fashion,upi,different_state,16,3,54.68,0,0,3,1465,0,0,0,0
TXN0001879,11328,590,fashion,wallet,same_city,22,4,116.25,0,1,7,1820,0,0,0,0
TXN0001880,11895,646,grocery,upi,same_state,16,6,50.0,0,0,4,2042,0,0,0,0
TXN0001881,11994,649,grocery,wallet,same_city,10,5,83.85,1,1,9,1616,0,0,1,0
TXN0001882,10316,551,travel,wallet,same_state,23,5,525.96,0,0,2,2153,0,0,0,0
TXN0001883,11986,742,restaurant,debit_card,same_city,22,2,50.0,0,0,2,259,0,1,1,0
TXN0001884,10634,718,grocery,net_banking,same_state,9,2,50.0,0,1,5,584,0,0,0,0
TXN0001885,11925,505,travel,wallet,same_state,19,6,284.44,0,2,5,2457,0,0,0,0
TXN0001886,12056,608,fashion,debit_card,same_state,14,3,62.19,0,1,3,1163,0,0,0,0
TXN0001887,12821,850,travel,upi,same_city,12,4,259.02,1,3,9,1916,0,0,0,0
TXN0001888,12270,565,travel,debit_card,same_city,19,3,360.25,0,4,15,1564,0,0,0,0
TXN0001889,11439,509,fashion,credit_card,same_state,7,4,172.79,0,1,2,612,0,1,0,0
TXN0001890,10552,701,crypto,credit_card,different_state,10,5,537.22,0,1,10,350,0,0,0,0
TXN0001891,10715,781,fuel,upi,same_state,19,6,179.08,0,0,5,1428,0,1,0,0
TXN0001892,11287,888,restaurant,upi,international,13,6,381.42,0,1,8,1950,0,0,0,0
TXN0001893,11713,713,travel,credit_card,same_city,10,4,155.5,1,1,11,2250,0,1,0,0
TXN0001894,11883,567,fashion,credit_card,same_city,10,5,60.98,0,1,4,2438,0,0,0,0
TXN0001895,11107,746,grocery,wallet,same_city,8,4,81.6,0,1,6,31,0,0,0,0
TXN0001896,11341,853,travel,net_banking,same_state,3,3,577.78,0,0,6,632,0,0,1,0
TXN0001897,10110,826,grocery,credit_card,same_city,5,0,50.0,0,0,5,322,0,0,0,0
TXN0001898,10250,549,electronics,debit_card,same_state,12,5,201.25,0,1,5,1806,0,0,0,1
TXN0001899,12430,516,grocery,upi,same_state,12,2,139.29,0,1,2,2469,0,0,0,0
TXN0001900,12054,510,restaurant,debit_card,same_state,22,5,50.0,0,1,3,1982,0,0,0,0
TXN0001901,10458,808,fashion,debit_card,same_state,14,0,859.13,1,1,5,1012,0,0,0,0
TXN0001902,11107,805,crypto,upi,same_city,10,5,1037.79,0,2,8,144,0,0,0,0
TXN0001903,10207,891,electronics,upi,same_city,22,0,140.12,0,2,6,2038,0,0,0,0
TXN0001904,10899,623,jewelry,upi,same_city,20,4,897.92,0,1,6,733,0,0,0,0
TXN0001905,10021,724,jewelry,net_banking,international,6,6,407.45,0,0,8,2460,0,0,0,0
TXN0001906,10409,743,fuel,credit_card,same_state,23,3,119.08,0,1,9,831,0,0,0,0
TXN0001907,10894,817,electronics,debit_card,same_city,10,4,249.36,1,0,8,2446,0,1,0,0
TXN0001908,10514,831,travel,net_banking,same_city,12,3,134.11,1,0,1,572,0,0,0,0
TXN0001909,10808,878,grocery,wallet,same_city,15,2,53.26,0,2,6,1364,0,1,0,0
TXN0001910,10873,845,restaurant,wallet,same_state,9,5,163.76,0,1,7,1953,0,1,0,0
TXN0001911,10013,528,fuel,upi,international,19,1,241.79,0,1,2,840,0,0,1,0
TXN0001912,10970,857,electronics,wallet,same_state,3,2,816.82,1,1,6,1473,0,1,0,0
TXN0001913,12134,856,gaming,wallet,same_state,17,4,50.0,0,1,6,100,0,0,0,0
TXN0001914,12956,865,fuel,credit_card,different_state,17,2,50.0,1,0,1,424,0,0,0,0
TXN0001915,11560,864,grocery,debit_card,same_city,13,4,50.0,1,1,10,2213,0,0,0,0
TXN0001916,11324,784,grocery,wallet,same_state,11,6,80.21,1,1,9,1585,0,0,0,1
TXN0001917,11266,558,travel,upi,different_state,7,6,152.52,0,2,6,2335,0,0,0,0
TXN0001918,12169,642,grocery,debit_card,same_state,10,5,50.0,0,0,4,1468,0,0,0,0
TXN0001919,10749,825,fashion,credit_card,same_city,8,3,357.1,0,0,3,1781,0,0,0,0
TXN0001920,10684,851,electronics,debit_card,same_state,18,1,163.66,0,1,6,676,0,0,0,0
TXN0001921,11927,799,travel,debit_card,same_state,15,4,50.0,0,3,8,1197,0,0,0,0
TXN0001922,12356,725,fuel,upi,same_city,16,4,159.85,0,1,5,810,0,0,0,0
TXN0001923,10694,663,grocery,credit_card,same_city,9,6,94.36,1,2,9,1149,0,1,0,0
TXN0001924,12335,583,fashion,debit_card,same_city,1,5,498.92,0,2,8,813,1,0,0,0
TXN0001925,10306,876,grocery,debit_card,same_state,23,2,50.0,0,0,4,1451,0,0,0,0
TXN0001926,11989,812,gaming,debit_card,different_state,18,5,70.03,0,0,5,1956,1,0,0,0
TXN0001927,12961,616,grocery,net_banking,same_city,12,0,94.07,0,0,8,266,0,0,0,0
TXN0001928,10661,819,fashion,upi,same_city,17,0,224.29,0,1,6,2309,0,0,1,0
TXN0001929,10548,703,fashion,credit_card,same_city,3,4,94.93,1,1,5,840,0,1,0,0
TXN0001930,10311,854,travel,wallet,same_city,4,6,82.25,0,0,4,1815,0,0,0,0
TXN0001931,12920,793,restaurant,debit_card,same_city,17,5,73.31,0,2,15,1200,0,0,0,0
TXN0001932,11082,644,electronics,upi,same_city,15,0,678.54,0,1,6,1267,0,0,0,0
TXN0001933,12971,526,restaurant,credit_card,international,2,2,50.0,1,0,7,2391,0,0,0,0
TXN0001934,11737,516,grocery,credit_card,different_state,5,0,50.0,0,0,7,301,0,0,0,0
TXN0001935,10754,562,fuel,credit_card,same_city,0,6,50.0,0,2,5,197,0,0,0,0
TXN0001936,10034,766,grocery,debit_card,same_city,15,6,142.31,0,3,8,1701,0,0,1,0
TXN0001937,10444,563,fashion,credit_card,same_city,11,1,355.42,0,1,6,93,0,1,0,0
TXN0001938,12140,538,fashion,credit_card,same_city,1,5,160.24,0,2,9,752,0,0,0,0
TXN0001939,11982,629,electronics,credit_card,same_state,22,4,50.0,1,0,4,392,0,0,0,0
TXN0001940,11230,614,gaming,upi,different_state,1,5,148.78,0,1,4,2414,0,0,0,0
TXN0001941,10352,544,jewelry,credit_card,same_city,4,2,424.01,0,1,7,2069,0,0,0,0
TXN0001942,10902,715,gaming,debit_card,same_city,19,4,84.58,0,0,7,2144,0,0,0,0
TXN0001943,11355,587,fuel,debit_card,different_state,0,5,439.13,0,1,2,1363,1,1,0,0
TXN0001944,12909,835,fuel,upi,same_city,4,5,67.51,0,0,3,451,0,0,0,1
TXN0001945,11748,676,electronics,debit_card,same_city,3,3,720.44,0,0,7,178,0,0,0,0
TXN0001946,10158,764,grocery,debit_card,same_city,23,2,50.0,0,1,4,2386,0,1,0,0
TXN0001947,11977,604,electronics,credit_card,same_state,1,0,143.11,0,0,2,2012,0,1,0,0
TXN0001948,10956,880,fuel,wallet,same_city,14,4,60.61,0,3,7,936,0,1,0,0
TXN0001949,12071,833,restaurant,credit_card,international,4,2,598.02,0,2,7,916,1,1,0,0
TXN0001950,10403,800,gaming,net_banking,international,13,3,114.95,0,2,7,850,0,0,0,0
TXN0001951,12852,670,jewelry,debit_card,different_state,8,2,1440.34,0,1,4,25,0,0,0,0
TXN0001952,10515,607,restaurant,credit_card,same_city,8,2,292.19,0,1,5,2409,1,0,1,0
TXN0001953,12779,854,fashion,debit_card,same_city,10,3,52.48,0,1,3,865,0,0,0,0
TXN0001954,11387,660,grocery,debit_card,different_state,18,1,125.32,0,1,3,1656,0,0,0,0
TXN0001955,12579,782,gaming,credit_card,same_city,9,1,50.0,0,0,10,1402,0,1,0,0
TXN0001956,10955,539,grocery,credit_card,same_city,19,1,56.04,2,2,8,1811,0,0,0,1
TXN0001957,12199,525,grocery,credit_card,same_city,9,0,92.35,0,3,9,1374,0,0,0,0
TXN0001958,11712,582,grocery,credit_card,same_city,16,6,178.38,0,2,12,510,0,0,0,0
TXN0001959,12994,672,grocery,debit_card,different_state,17,6,50.0,0,1,5,2463,0,0,0,0
TXN0001960,10607,672,gaming,upi,same_state,21,4,268.82,0,0,4,1606,0,0,0,0
TXN0001961,12467,781,restaurant,upi,different_state,14,6,76.32,2,0,1,1417,0,0,0,0
TXN0001962,11273,569,fuel,net_banking,same_city,14,6,111.96,0,2,8,1329,0,0,0,0
TXN0001963,12913,822,grocery,wallet,different_state,5,5,50.0,1,1,2,1215,0,0,0,0
TXN0001964,11535,505,fuel,wallet,same_city,14,0,50.0,1,0,6,474,0,0,0,0
TXN0001965,12625,783,fashion,credit_card,same_state,12,6,98.88,0,0,4,617,0,0,0,0
TXN0001966,12382,694,fuel,upi,same_state,0,0,67.12,0,1,7,428,0,0,0,0
TXN0001967,11441,512,restaurant,debit_card,same_city,4,3,192.53,0,1,5,2093,0,0,0,0
TXN0001968,12979,562,grocery,credit_card,same_state,14,5,157.27,0,0,5,207,0,1,0,0
TXN0001969,11797,512,restaurant,net_banking,same_city,3,0,222.66,0,5,11,52,0,0,0,0
TXN0001970,10294,748,grocery,wallet,same_city,5,4,248.28,0,1,8,349,0,0,0,0
TXN0001971,10754,704,electronics,debit_card,same_city,11,2,2605.51,0,3,9,257,0,0,0,0
TXN0001972,11394,884,fuel,credit_card,same_state,13,3,65.43,0,1,3,603,1,0,0,0
TXN0001973,10185,752,travel,credit_card,same_city,19,6,301.36,0,1,5,1788,0,0,1,0
TXN0001974,11269,539,grocery,credit_card,same_city,15,6,50.0,0,1,5,1342,0,0,0,0
TXN0001975,10636,664,jewelry,upi,same_city,7,1,310.8,0,1,4,1791,0,0,0,0
TXN0001976,11291,530,grocery,net_banking,same_city,23,0,117.52,0,2,8,2256,0,1,0,0
TXN0001977,10529,516,fashion,credit_card,different_state,10,3,87.49,0,2,6,1506,0,0,0,0
TXN0001978,12068,636,grocery,debit_card,different_state,22,5,99.02,0,1,4,1790,0,0,0,0
TXN0001979,12958,864,fuel,upi,different_state,1,0,102.36,1,1,5,1063,0,0,0,1
TXN0001980,12914,819,grocery,debit_card,same_city,23,4,58.87,0,0,6,277,0,0,1,0
TXN0001981,10793,812,restaurant,debit_card,same_city,17,1,50.0,0,0,4,1771,0,0,0,0
TXN0001982,12147,896,grocery,upi,different_state,0,2,50.0,0,0,2,2399,0,1,0,0
TXN0001983,12799,664,fuel,credit_card,same_city,13,5,336.12,0,1,9,2136,0,0,0,0
TXN0001984,10477,897,fuel,net_banking,different_state,20,2,113.07,0,1,5,809,0,0,0,0
TXN0001985,11622,780,fashion,debit_card,same_city,21,6,50.0,0,0,4,1195,0,0,0,0
TXN0001986,10939,722,grocery,credit_card,different_state,0,1,319.06,1,2,6,2429,0,0,0,0
TXN0001987,10525,621,crypto,upi,same_city,0,2,902.31,2,0,1,350,0,0,0,0
TXN0001988,12381,577,electronics,credit_card,different_state,7,1,130.95,0,0,3,613,0,0,1,0
TXN0001989,10001,812,electronics,wallet,different_state,13,4,59.44,1,0,3,1165,0,1,0,0
TXN0001990,10374,826,fuel,credit_card,same_city,12,6,50.0,1,1,7,1651,0,0,0,0
TXN0001991,12340,587,travel,net_banking,same_state,9,4,313.03,1,3,8,1493,0,0,0,0
TXN0001992,12884,612,electronics,wallet,same_city,4,2,156.96,0,0,6,484,0,0,0,0
TXN0001993,10552,599,fuel,debit_card,same_city,17,6,57.11,2,2,4,13,0,0,0,0
TXN0001994,12365,802,grocery,debit_card,same_city,6,6,156.73,0,2,6,1900,0,0,0,0
TXN0001995,11525,871,gaming,credit_card,same_city,16,3,129.02,0,1,4,1655,0,0,0,0
TXN0001996,11851,886,grocery,debit_card,same_city,10,6,137.71,1,0,5,1543,1,1,0,0
TXN0001997,10380,738,grocery,upi,same_state,3,6,116.61,1,2,10,274,0,0,0,0
TXN0001998,11646,845,travel,upi,same_state,0,0,50.0,0,1,7,752,0,1,0,0
TXN0001999,10013,610,fuel,wallet,same_city,15,2,245.26,0,2,8,1987,0,0,0,0
TXN0002000,10503,589,electronics,net_banking,same_city,23,5,91.14,0,2,8,2428,0,0,0,0
TXN0002001,12278,884,travel,debit_card,same_city,14,2,629.91,0,0,7,1894,0,0,0,0
TXN0002002,12008,638,fuel,credit_card,different_state,20,0,285.2,0,1,6,2257,0,0,0,0
TXN0002003,10129,634,fuel,wallet,same_city,17,4,205.39,0,0,4,1984,0,0,0,0
TXN0002004,10837,511,grocery,wallet,same_state,14,5,379.47,1,1,6,1941,1,0,0,0
TXN0002005,12938,743,electronics,debit_card,same_city,19,5,133.77,0,2,8,2071,1,0,0,0
TXN0002006,12040,681,restaurant,credit_card,same_city,17,2,356.98,0,1,4,1778,0,0,0,0
TXN0002007,10027,694,electronics,wallet,different_state,7,1,1420.42,1,2,7,2001,0,0,0,0
TXN0002008,12113,861,fashion,debit_card,same_state,21,0,361.49,0,0,4,875,0,1,0,0
TXN0002009,11252,621,fashion,debit_card,same_state,8,0,81.29,0,2,3,685,0,0,0,0
TXN0002010,10260,552,gaming,credit_card,same_city,13,3,56.39,0,0,4,1099,0,0,1,0
TXN0002011,12046,855,gaming,credit_card,same_state,11,4,67.53,0,0,8,1516,0,0,0,0
TXN0002012,11472,672,grocery,debit_card,same_state,5,4,63.05,1,0,4,1736,0,0,0,0
TXN0002013,11447,678,fuel,upi,same_city,1,2,172.42,1,1,4,628,0,0,0,0
TXN0002014,10459,792,jewelry,credit_card,same_city,2,5,378.71,0,2,9,1091,0,0,0,0
TXN0002015,10300,874,travel,debit_card,same_city,17,0,676.27,0,1,8,2462,0,0,0,0
TXN0002016,12966,558,grocery,credit_card,same_city,18,6,175.57,0,1,4,1744,0,0,0,0
TXN0002017,12334,553,fuel,net_banking,same_city,18,6,265.2,1,3,7,751,0,0,0,0
TXN0002018,10629,756,fuel,credit_card,international,8,1,50.0,0,0,2,271,0,0,0,0
TXN0002019,10269,744,jewelry,credit_card,same_state,12,6,225.84,0,2,5,2497,0,0,0,0
TXN0002020,12639,648,travel,debit_card,same_state,7,4,81.87,0,2,5,113,0,1,1,0
TXN0002021,11993,783,fashion,credit_card,different_state,4,1,462.82,0,1,6,2289,0,0,0,0
TXN0002022,11628,867,electronics,wallet,different_state,14,3,144.85,1,0,8,851,0,0,1,1
TXN0002023,11801,515,grocery,debit_card,same_city,6,3,50.0,0,2,7,1721,0,0,0,0
TXN0002024,12891,675,grocery,upi,same_city,3,1,122.27,1,0,5,1721,0,0,0,0
TXN0002025,10861,527,electronics,debit_card,same_state,23,6,70.52,0,2,12,707,0,1,0,0
TXN0002026,11280,867,grocery,debit_card,same_city,4,1,50.0,1,1,3,392,1,0,0,0
TXN0002027,12180,628,grocery,debit_card,different_state,11,2,50.0,0,1,6,170,0,0,0,0
TXN0002028,11799,722,fuel,credit_card,different_state,13,0,50.0,0,3,7,1949,1,1,0,0
TXN0002029,11706,871,gaming,credit_card,international,11,0,190.7,0,1,5,2342,0,0,0,0
TXN0002030,12560,743,grocery,credit_card,same_state,10,3,168.49,0,1,7,1810,0,0,1,0
TXN0002031,12360,853,electronics,upi,same_state,9,4,261.48,0,3,9,802,0,0,0,0
TXN0002032,10575,737,crypto,debit_card,same_state,13,4,2081.36,0,2,7,321,0,0,0,0
TXN0002033,12933,731,fuel,debit_card,same_city,9,2,68.42,1,0,6,1512,0,0,0,0
TXN0002034,12003,825,fuel,credit_card,same_city,2,6,50.0,0,2,7,749,0,0,0,1
TXN0002035,11307,591,restaurant,debit_card,same_city,16,5,150.88,0,2,5,54,0,0,0,0
TXN0002036,11956,502,fashion,upi,same_state,18,4,271.12,0,2,3,603,0,0,0,0
TXN0002037,12734,580,crypto,upi,different_state,18,5,1217.21,0,2,5,1560,0,0,0,0
TXN0002038,12020,543,fuel,wallet,same_city,4,3,99.93,0,3,6,325,0,0,0,0
TXN0002039,12212,654,restaurant,debit_card,same_city,4,3,343.04,0,1,7,1776,0,0,0,0
TXN0002040,12352,523,grocery,credit_card,different_state,22,5,62.06,1,1,6,2467,0,0,0,0
TXN0002041,11655,598,restaurant,wallet,same_city,2,0,50.0,0,1,6,2282,0,1,0,0
TXN0002042,11579,896,restaurant,upi,same_state,7,2,146.73,0,0,8,325,1,0,0,0
TXN0002043,11847,867,travel,credit_card,same_city,17,5,1230.14,0,1,5,1615,0,0,0,0
TXN0002044,12203,670,fashion,debit_card,different_state,12,6,302.98,1,0,3,876,0,0,0,0
TXN0002045,11390,647,gaming,credit_card,same_state,15,3,328.01,0,2,7,2226,0,0,0,0
TXN0002046,11742,622,fuel,upi,same_city,17,0,202.91,0,0,3,646,0,0,0,0
TXN0002047,11925,611,travel,credit_card,same_city,21,2,606.71,0,1,5,2128,0,1,1,1
TXN0002048,10619,629,restaurant,wallet,international,15,5,145.69,0,2,6,1385,0,0,0,0
TXN0002049,11274,567,grocery,credit_card,different_state,7,2,50.0,0,1,8,1914,0,1,0,0
TXN0002050,10956,846,restaurant,upi,same_city,17,1,50.0,1,0,0,2288,0,0,0,0
TXN0002051,11939,815,gaming,wallet,same_city,0,4,157.58,1,1,5,2118,0,0,0,0
TXN0002052,12381,716,gaming,wallet,same_city,12,4,50.0,0,0,9,259,0,1,0,0
TXN0002053,10968,887,grocery,wallet,same_city,13,0,50.0,0,1,6,2476,0,1,0,0
TXN0002054,12558,879,grocery,debit_card,same_city,12,5,133.53,1,0,6,515,0,1,0,0
TXN0002055,11316,595,restaurant,wallet,different_state,5,5,127.27,2,5,12,1925,0,0,0,0
TXN0002056,11043,644,grocery,credit_card,same_city,20,4,50.0,1,2,7,2102,0,0,0,0
TXN0002057,10281,884,fashion,credit_card,same_city,9,4,443.58,0,0,4,90,0,0,0,0
TXN0002058,12844,532,gaming,credit_card,same_city,12,3,212.28,0,2,6,1593,0,0,0,0
TXN0002059,12166,785,fuel,wallet,same_state,12,0,50.0,0,4,12,988,0,0,0,0
TXN0002060,11058,504,fashion,upi,same_state,3,0,445.87,1,3,7,2424,0,0,0,0
TXN0002061,10197,617,grocery,debit_card,same_city,7,4,66.96,0,2,5,975,0,1,0,0
TXN0002062,12532,639,travel,credit_card,same_city,9,4,108.95,0,0,7,2164,0,0,0,0
TXN0002063,11082,729,fuel,upi,same_city,5,4,215.01,0,1,5,1649,0,0,0,0
TXN0002064,12884,659,fashion,wallet,same_city,13,5,239.84,0,1,6,1507,0,0,0,0
TXN0002065,11184,793,restaurant,upi,same_city,4,5,50.0,0,2,7,31,0,0,0,0
TXN0002066,11008,748,grocery,credit_card,international,14,2,153.31,0,1,6,2187,0,0,1,0
TXN0002067,12738,772,electronics,debit_card,same_city,20,0,367.06,0,1,5,1337,0,0,0,0
TXN0002068,11229,685,electronics,upi,same_state,6,2,422.47,1,3,7,2416,0,0,0,0
TXN0002069,11035,864,fuel,wallet,same_city,23,5,90.33,0,0,6,1278,0,0,0,0
TXN0002070,10489,539,travel,debit_card,international,1,4,80.39,0,2,9,1358,0,0,0,0
TXN0002071,10275,723,restaurant,debit_card,different_state,7,4,117.46,0,1,2,683,1,1,0,0
TXN0002072,12740,651,restaurant,upi,same_state,19,0,149.57,0,1,4,752,0,0,0,0
TXN0002073,12289,639,grocery,upi,same_city,6,5,60.45,0,3,8,2234,0,0,0,0
TXN0002074,11239,866,gaming,credit_card,same_city,16,3,180.96,0,0,6,504,0,0,0,0
TXN0002075,11274,627,fashion,credit_card,different_state,20,6,98.39,0,1,4,842,1,1,0,0
